docid	author	authordate	title	latestcomp	hathidate	imprint	gutenstring	enumcron	gbindex	nonficprob	juvenileprob	LOCgenres	LOCsubjects	contents	instances	genre	audience	authgender	multiplehtids	comments	coder	Folder	Trimmed
uva.x030765441	Goodchild, George	b. 1888.	Colorado Jim	1922	1922	New York;W. J. Watt & compan	Goodchild, George | Colorado Jim		27453	0.153935736	0.01095203				1	fic		m			peizhen		
nyp.33433082524889	Bailey, Arthur Scott	1877-1949.	The tale of Reddy Woodpecker	1922	1922	New York;Grosset & Dunlap;c1	Bailey, Arthur Scott | The Tale of Reddy Woodpecker		43447	0.044985334	0.994949518	Juvenile audience			1	fic	juv	m			ted		
uc2.ark+=13960=t0tq5wd3z	Buchholtz, Johannes	1882-1940.	Egholm and his God	1922	1922	New York;A. A. Knopf;1922.	Buchholtz, Johannes | Egholm and his God		46913	0.158835615	0.016973335				2	fic		m			ted		
mdp.39015002758475	Sandburg, Carl	1878-1967.	Rootabaga stories	1922	1922	New York;Harcourt, Brace and	Sandburg, Carl | Rootabaga Stories		27085	0.689860889	0.966427398		Children's stories, American		1	fic | short	juv	m			wenyi		
uc2.ark+=13960=t29884c5x	Gerard, Louise	1878-1970.	A son of the Sahara	1922	1922	New York;Macaulay;c1922.	Gerard, Louise | A Son of the Sahara		36914	0.051311014	0.001709767				1	fic | romance		m			peizhen		
uc2.ark+=13960=t6154hd2j	Devereux, Blanche		Star of Mercia;	1922	1922	London;Cape;1922.	Devereux, Blanche | Star of Mercia		39903	0.175562065	0.177476118				1	fic | folklore | short		f			morgan		
uc1.$b85950	Bennett, Arnold	1867-1931.	Riceyman Steps	1923	1923	New York|G.H. Doran Co.|c192	Bennett, Arnold | Riceyman Steps		58666	0.052266533	0.011215581				2	fic		m			ted	gutenfictiontrimmed	Trimmed
mdp.39015063976990	Vance, Louis Joseph	1879-1933.	The Lone Wolf returns	1923	1923	New York|E. P. Dutton & comp	Vance, Louis Joseph | The Lone Wolf Returns		59177	0.041695824	0.004537086				1	fic | mystery		m			peizhen		
mdp.39015063931508	Hough, Emerson	1857-1923.	North of 36	1923	1923	New York|McKinlay, Stone & M	Hough, Emerson | North of 36		59201	0.215605314	0.005980872				1	fic		m			peizhen		
nc01.ark+=13960=t3st8380w	Boyd, Thomas	1898-1935.	Through the wheat	1923	1923	New York|C. Scribner's sons|	Boyd, Thomas | Through the Wheat		58796				World War, 1914-1918		3	fic		m			ted		
uiuo.ark+=13960=t00002z3m	Bunin, Ivan Alekseevich	1870-1953.	The gentleman from San Francisco, and other stories	1923	1923	New York|T. Seltzer|1923.	Bunin, Ivan Alekseyevich | The Gentleman from San Francisco		44998			Short stories		The gentleman from San Francisco. Gentle breathing. Kasimir Stanislavovitch. Son.	2	fic | short		m			ted		
mdp.39076002338619	Lester, Pauline		Marjorie Dean at Hamilton Arms	1925	1925	New York|A.L. Burt Co.|c1925	Lester, Pauline | Marjorie Dean at Hamilton Arms		52626	0.102848499	0.715973178	Juvenile audience	Young women|Women biographers|Juvenile fiction		1	fic	juv	f			peizhen		
mdp.39015030319779	Mallet, Thierry		Plain tales of the North	1925	1925	New York|Privately printed,	Mallet, Thierry | Plain Tales of the North		56828	0.742670973	0.192250804				2	fic | folklore | short		m			peizhen		
mdp.39076002700305	Lester, Pauline		Marjorie Dean's romance	1925	1925	New York|A.L. Burt|c1925.	Lester, Pauline | Marjorie Dean's Romance		53440	0.448046786	0.871412078	Juvenile audience	Families|Young women|Juvenile fiction|Friendship		1	fic	juv	f			peizhen		
mdp.39076002576069	Lester, Pauline		Marjorie Dean Macy	1926	1926	New York|A.L. Burt|c1926.	Lester, Pauline | Marjorie Dean Macy		53637	0.241473543	0.976658872	Juvenile audience	Conduct of life|Weddings|College stories|Young women|College students|Man-woman relationships|Juvenile fiction|Friendship|Dormitories		1	fic	juv	f			peizhen	gutenfictiontrimmed	Trimmed
osu.32435057540189	Lester, Pauline		Marjorie Dean Macy's Hamilton Colony	1930	1930	New York|A.L. Burt|c1930.	Lester, Pauline | Marjorie Dean Macy's Hamilton Colony		53987	0.062992147	0.346608578				1	fic	juv	f			peizhen		
mdp.39076002652126	Moyer, Bess		Gypsies of the air	1932	1932	Chicago|Goldsmith Pub. Co.|c	Moyer, Bess | Gypsies of the Air		47554	0.196628905	0.918246947	Juvenile audience	Adventure stories|Girl flyers (Fictitious characters)|Women air pilots|Juvenile fiction		1	fic	juv	f			wenyi		
wu.89052491800	North, Sterling	1906-1974.	Plowing on Sunday	1934	1934	New York|The Macmillan compa	North, Sterling | Plowing On Sunday		46200	0.099726493	0.035027711				1	fic		m			wenyi		
mdp.39076002283252	Rankin, Carroll Watson	b. 1870.	The adopting of Rosa Marie	1936	1936	New York|Holt|c1936.	Rankin, Carroll Watson | The Adopting of Rosa Marie		46059	0.655598138	0.996736417	Juvenile audience	Motherhood|Indians of North America|Housekeeping|Cottages|Conduct of life|Girls|Adoption|Juvenile fiction		1	fic	juv	f			wenyi		
mdp.39076002631146	Bowen, Robert Sidney	1900-1977.	Dave Dawson with the Pacific fleet	1942	1942	New York|Crown publishers|c1	Bowen, Robert Sidney | Dave Dawson with the Pacific Fleet		50217	0.128103758	0.750762032	Juvenile audience	United States|Juvenile fiction|Navy|World War, 1939-1945		1	fic	juv	m			ted		
mdp.39076002365133	Cory, David	b. 1872.	Little Jack Rabbit's adventures	1921	1921	New York;Grosset & Dunlap;c1	Cory, David | Little Jack Rabbit's Adventures		28846	0.083107198	0.999150322		Rabbits|Adventure stories|Animals|Juvenile fiction		1	fic	juv	m					
mdp.39015030123700	Couperus, Louis	1863-1923.	Dr. Adriaan	1918	1918	New York;Dodd, Mead and comp	Couperus, Louis | Dr. Adriaan		34761	0.030316347	0.003579502		1865-1921|Teixeira de Mattos, Alexander|translator		2	fic		m					
uc2.ark+=13960=t3610z158	Courlander, Alphonse	1881-1914.	Mightier than the sword	1912	1912	London;Unwin;1912.	Courlander, Alphonse | Mightier than the Sword		55535	0.216260104	0.001587365				1	fic		m					
mdp.39015063544459	Cox, Florence Tinsley	1877-1940.	The chronicles of Rhoda	1909	1909	Boston;Small, Maynard & comp	Cox, Florence Tinsley | The Chronicles of Rhoda		40526	0	1				2	fic	juv	f					
mdp.39076002598253	Cox, Palmer	1840-1924.	The Brownies and Prince Florimel, or, Brownieland, Fairyland, and Demonland	1918	1918	New York;The Century Co.;c19	Cox, Palmer | The Brownies and Prince Florimel		40502	0.217555358	0.995718246	Juvenile audience	Children's poetry|Juvenile poetry|Fairy poetry		1	fic	juv	m					
uva.x004507296	Cox, Stephen Angus		The Dare boys with General Greene	1910	1910	New York;A.L. Chatterton;c19	Cox, Stephen Angus | The Dare Boys with General Greene		44631	0.438869396	0.861325589		Revolution, 1775-1783|History		1	fic|historical	juv	m					
njp.32101061319719	Craddock, Charles Egbert	1850-1922.	The prophet of the Great Smoky mountains	1895	1895	Boston;Houghton, Mifflin;189	Craddock, Charles Egbert | The Prophet of the Great Smoky Mountains		35619	0.059455921	0.00481908	Novel			1	fic		f	actual author is Murfree, Mary Noailles; Craddock is pseudonym				
miun.abs3729.0001.001	Crane, Stephen	1871-1900.	Wounds in the rain	1900	1900	London;Methuen & co.;1900.	Crane, Stephen | Wounds in the rain		43706				Spanish-American War, 1898	Price of the harness.--Lone charge of William B. Perkins.--Clan of no-name.--God rest ye, merry gentlemen.--Revenge of the Adolphus.--Sergeant's private madhouse.--Virtue in war.--Marines signaling under fire in Guantanamo.--Yhis majestic lie.--War memories.--Second generation.	1	fic|short		m					
uc2.ark+=13960=t1jh3d93s	Crim, Matt		In Beaver Cove and elsewhere	1892	1892	New York;C. L. Webster & co.	Crim, Matt | In Beaver Cove and Elsewhere		54351	0.054401863	0.01318699				1	fic|short		unknown					
mdp.39015063512746	Crothers, Samuel McChord	1857-1927.	Miss Muffet's Christmas party	1902	1902	Boston;New York;Houghton, Mi	Crothers, Samuel McChord | Miss Muffet's Christmas Party		31997	0.02186191	0.996493387	Juvenile audience			4	fic	juv	m					
uc2.ark+=13960=t6pz52f0v	Cullum, Ridgwell	1867-1943.	The twins of Suffering Creek	1912	1912	Philadelphia;G. W. Jacobs;c1	Cullum, Ridgwell | The Twins of Suffering Creek		29638	0.073334649	0.017371001				2	fic|historical		m					
nyp.33433074840715	Cummings, Lettie M		Professor Huskins	1916	1916	Boston;Richard G. Badger;Tor	Cummings, Lettie M. | Professor Huskins		35551	0.245887683	0.029579125				2	fic		f					
uc2.ark+=13960=t6057f53w	Curwood, James Oliver	1878-1927.	Baree, son of Kazan	1917	1917	New York;Grosset & Dunlap;19	Curwood, James Oliver | Baree, Son of Kazan		53929	0.014780345	0.616547553	Juvenile audience			1	fic		m					
uc2.ark+=13960=t20c4sw95	Daggett, Mary Stewart		Mariposilla;	1895	1895	Chicago;Rand, McNally;c1895	Daggett, Mary Stewart | Mariposilla		39709	0.148717308	0.085863138				1	fic		f					
uva.x030742125	Dalrymple, Leona	b. 1884.	In the heart of the Christmas pines	1913	1913	New York;McBride, Nast & com	Dalrymple, Leona | In the Heart of the Christmas Pines		45103	0.447236475	0.029759577				1	fic		f					
inu.30000041676937	Dane, Clemence		Regiment of women	1917	1917	New York;The Macmillan Compa	Dane, Clemence | Regiment of Women		40264	0.070653814	0.072086715				1	fic		f					
uc2.ark+=13960=t9765pj8q	Daudet, Alphonse	1840-1897.	Robert Helmont;	1892	1892	London;New York;G. Routledge	Daudet, Alphonse | Robert Helmont		51235	0.308275789	0.04351554		Franco-Prussian War, 1870-1871		1	fic		m	fiction with biographical elements				
uc1.b4440704	Davidson, Gladys		Stories from the operas	1914	1914	Philadelphia;Lippincott;1914	Davidson, Gladys | Stories from the Operas		56280	0.232860501	0.61164081		Operas|Stories, plots, etc|Opera, Russian|Soviet Union|Opera		1	fic|short		f					
nyp.33433074951926	Daviess, Maria Thompson	1872-1924.	Blue-grass and Broadway	1919	1919	New York;The Century Co.;191	Daviess, Maria Thompson | Blue-grass and Broadway		29391	0.399216392	0.17880044				1	fic		f					
uc2.ark+=13960=t4dn4131x	Davis, William Stearns	1877-1930.	The saint of the Dragon's Dale;	1903	1903	New York;Macmillan;1903.	Davis, William Stearns | The Saint of the Dragon's Dale		57644	0.008273821	0.245290424				1	fic|fantasy|historical		m					
uc1.$b379892	Day, Lal Behari	1826-1894.	Folk-tales of Bengal	1894	1908	London;Macmillan and co.;190	Day, Lal Behari | Folk-Tales of Bengal		38488	0.688092026	0.378825466		Bengal|India|Tales, Bengali|Folk-lore, Bengali|Tales		1	fic|short|folklore		m					
hvd.hn2hd5	Day, Thomas	1748-1789.	The history of Sandford and Merton : a work intended for the use of children.	1789	1787	London;Printed for B. Crosby	Day, Thomas | The History of Sandford and Merton		30274	0	1	Juvenile audience	Juvenile literature|1748-1789|Friendship|Prejudices|Children's stories, English|Conduct of life|Day, Thomas		1	fic	juv	m	earlier version filled in				
njp.32101064788530	Deeping, Warwick	1877-1950.	Bertrand of Brittany	1908	1908	New York;London;Harper & Bro	Deeping, Warwick | Bertrand of Brittany		56707	0.043439519	0.046379001		1320 (ca.)-1380|Du Guesclin, Bertrand|approximately 1320-1380|comte de Longueville		1	fic|historical		m					
nyp.33433074958723	Deeping, Warwick	1877-1950.	Mad Barbara	1908	1908	New York;Harper & Bros.;1909	Deeping, Warwick | Mad Barbara		50995	0.054207217	0.019295981				1	fic|historical		m					
uc2.ark+=13960=t0ht2jm43	Deeping, Warwick	1877-1950.	Uther and Igraine	1903	1903	New York;The Outlook Company	Deeping, Warwick | Uther and Igraine		52139	0.035006421	0.009799035				1	fic|historical		m					
mdp.39015078555243	Defoe, Daniel	1661?-1731.	Robinson Crusoe	1731	1820	London;Hodgson & co.;182-?	Defoe, Daniel | Robinson Crusoe		48387	0.818195423	0.363735872				1	fic		m					
uc2.ark+=13960=t6b27sg15	Delafield, E. M	1890-1943.	Consequences	1919	1919	New York;A. A. Knopf;1919.	Delafield, E. M. | Consequences		34935	0.133563978	0.021398246				2	fic		m					
uc1.$b249795	Deland, Margaret	1857-1945.	Dr. Lavendar's people	1903	1969	New York|AMS Press|1969	Deland, Margaret | Dr. Lavendar's People		34427	0.112222888	0.814621038				1	fic		f					
osu.32435058033408	Delany, Samuel R		The jewels of Aptor	1962	1962	New York|Ace Books|c1962.	Delany, Samuel R. | The Jewels of Aptor		41981	0.205213985	0.057035495	Bibliographies			1	fic|sf		m					
dul1.ark+=13960=t9x06zn4z	Aulnoy, Madame d' (Marie-Catherine), 1650 or 51-1705	1650-1705	The Prince of Carency;	1705	1719				AulnMHJfic							fic		f	n	same translator	ted		
nyp.33433074909932	Defoe, Daniel	1661-1731	The Fortunes and Misfortunes of the Famous Moll Flanders	1722	1765				370							fic		m	n		ted	18cgutenbergtrimmed	Trimmed
uiuo.ark+=13960=t0pr84q15	Defoe, Daniel	1661-1731	Life of Colonel Jack.	1731	1810				52603							fic		m	y	two volumes	m	18cgutenbergtrimmed	Trimmed
mdp.39076006199025	Defoe, Daniel	1661-1731	The life, adventures, and pyracies, of the famous Captain Singleton	1720	1720				6422							fic		m	n		m	18cgutenbergtrimmed	Trimmed
nyp.33433082365515	Defoe, Daniel	1661-1731	Memoirs of the Honourable Col. Andrew Newport, a Shropshire gentleman, who served as a cavalier	1731	1792				12259							fic | historical		m	n		m	18cgutenbergtrimmed	Trimmed
njp.32101037717509	Brown, Thomas	1663-1704	Amusements Serious and Comical 	1704	1760				chadwyck|Early_English_Prose_Fiction/ee21010.01							fic		m	n	Hathi Title is actually The works of Mr. Thomas Brown, serious and comical, in prose and verse. v.3 	m		
uc1.31822038204368	Manley, Mrs.	1663-1724	Secret memoirs and manners of several persons of quality, of both sexes, from the New Atalantis, an island in the Mediteranean	1709	1709				chadwyck|Eighteenth-Century_Fiction/manley.02							fic 		f	n		m		
nyp.33433112043413	Manley, Mrs.	1663-1724	Memoirs of Europe towards the close of the eighth century	1710	1710				chadwyck|Eighteenth-Century_Fiction/manley.01							fic		f	n		m		
dul1.ark+=13960=t7sn0xk3n	Haywood, Eliza Fowler	1693?-1756	The history of Miss Betsy Thoughtless	1752	1752				46346							fic		f	y	two volumes	m	18cgutenbergtrimmed	Trimmed
inu.30000115370896	Haywood, Eliza Fowler	1693?-1756	Life's Progress Through the Passions; Or, The Adventures of Natura	1748	1748				15455							fic		f	n		m	18cgutenbergtrimmed	Trimmed
dul1.ark+=13960=t4hm5zs2h	Haywood, Eliza Fowler	1693?-1756	The history of Jemmy and Jenny Jessamy	1753	1753				chadwyck|Eighteenth-Century_Fiction/haywood.09							fic		f	y	three volumes	m		
njp.32101076058054	Fielding, Henry	1707-1754	Amelia	1754	1793				6098							fic		m	y	three volumes	m	18cgutenbergtrimmed	Trimmed
mdp.39015056795308	Fielding, Henry	1707-1754	The history of Tom Jones: a foundling	1754	1749				6593							fic		m	y	six volumes	m	18cgutenbergtrimmed	Trimmed
inu.30000115426474	Fielding, Henry	1707-1754	The history of the adventures of Joseph Andrews, and his friend Mr. Abraham Adams	1742	1743			1	9611							fic		m	n	two volumes	m	18cgutenbergtrimmed	Trimmed
inu.30000115426458	Fielding, Henry	1707-1754	The history of the adventures of Joseph Andrews, and his friend Mr. Abraham Adams	1742	1743			2	9609							fic		m	n	two volumes	ted	18cgutenbergtrimmed	Trimmed
mdp.39015078562108	Paltock, Robert	1697-1767	The life and adventures of Peter Wilkins	1751	1751				51967							fic		m	y	two volumes	m	18cgutenbergtrimmed	Trimmed
nyp.33433074911334	Smollett, Tobias	1721-1771	The adventures of Peregrine Pickle	1771	1784				4084							fic		m	y	four volumes	m	18cgutenbergtrimmed	Trimmed
uc1.31175035193542	Sarah, Fielding	1710-1768	The Cry	1754	1754				chadwyck|Eighteenth-Century_Fiction/fieldinz.01							fic		f	y	two volumes	m		
nyp.33433074925987	Thomas, Amory	1691?-1788?	The life of John Buncle, esq.	1766	1766				chadwyck|Eighteenth-Century_Fiction/amory.01							fic		m	y	two volumes	m		
nnc1.0023719877	Samuel, Johnson	1709-1784	Rasselas, prince of Abyssinia	1784	1800				652							fic		m	n		m	18cgutenbergtrimmed	Trimmed
nyp.33433074923099	Charles, Johnstone	1719?-1800?	Chrysal; or, The adventures of a guinea	1767	1767				chadwyck|Eighteenth-Century_Fiction/johnston.01							fic		m	y	two ids; 4 volumes	m		
ien.35556006977896	Laurence, Sterne	1713-1768	The life and opinions of Tristram Shandy, gentleman	1768	1787				1079							fic		m	n		m	18cgutenbergtrimmed	Trimmed
mdp.39015012357391	Sheridan, Frances Chamberlaine	1724-1766	Memoirs of Miss Sidney Bidulph	1761	1761				43437							fic		f	n		m	18cgutenbergtrimmed	Trimmed
uc1.31175035244915	Walpole, Horace	1717-1797	The castle of Otranto	1791	1791				696							fic		m	n		m	18cgutenbergtrimmed	Trimmed
hvd.hn1ynr	Smollett, Tobias	1721-1771	The expedition of Humphry Clinker	1771	1793				2160							fic		m	y	two volumes	m	18cgutenbergtrimmed	Trimmed
hvd.hn6dfp	Coventry, Francis	1725?-1759	Pompey the Little	1759	1761				chadwyck|Eighteenth-Century_Fiction/coventry.01							fic		m	n		m		
njp.32101036893236	Mackenzie, Henry	1745-1831	The Man of Feeling	1771	1780				5083							fic		m	n		ted	18cgutenbergtrimmed	Trimmed
hvd.hwspyj	Zschokke, Heinrich	1771-1848	The Bravo of Venice	1805	1805				2706							fic|historical		m	n		ted	18cgutenbergtrimmed	Trimmed
njp.32101067630754	Brown, Charles Brockden		Edgar Huntly, or, Memoirs of a Sleepwalker	1799	1827				8223							fic		m	n		ted	18cgutenbergtrimmed	Trimmed
mdp.39015063561578	Ferrier, Susan	1782-1854	Marriage	1818	1818				12669							fic		f	y	three volumes	ted	18cgutenbergtrimmed	Trimmed
nnc1.0114478870	Shelley, Mary Wollstonecraft	1797-1851	Valperga; or, the Life and Adventures of Castruccio, Prince of Lucca	1823	1823			1	63337							fic|historical		f	n		ted	18cgutenbergtrimmed	Trimmed
nnc1.0114478889	Shelley, Mary Wollstonecraft	1797-1851	Valperga; or, the Life and Adventures of Castruccio, Prince of Lucca	1823	1823			2	63338							fic|historical		f	n		ted	18cgutenbergtrimmed	Trimmed
inu.30000041548656	Shelley, Mary Wollstonecraft	1797-1851	Valperga; or, the Life and Adventures of Castruccio, Prince of Lucca	1823	1823			3	63339							fic|historical		f	n		ted	18cgutenbergtrimmed	Trimmed
nyp.33433074942701	Cooper, James Fenimore	1789-1851	The Pathfinder; or, the Inland Sea	1840	1840				1880							fic|historical		m	y	two volumes	ted	18cgutenbergtrimmed	Trimmed
uiuo.ark+=13960=t76t1d659|uiuo.ark+=13960=t9c54bg48|uiuo.ark+=13960=t4dn4vz8f	Marryat, Frederick	1792-1848	Peter Simple	1833	1834				21577							fic	juv	m	y	three volumes	ted	18cgutenbergtrimmed	Trimmed
mdp.39015056795308|mdp.39015056795316|mdp.39015056795324|mdp.39015056795332|mdp.39015056795340|mdp.39015056795191	Fielding, Henry	1707-1754	The history of Tom Jones: a foundling	1754	1749				6593							fic		m	y	six volumes	m	18cgutenbergtrimmed	Trimmed
nyp.33433074911334|nyp.33433074911342|nyp.33433074911359|nyp.33433074911367	Smollett, Tobias	1721-1771	The adventures of Peregrine Pickle	1771	1784				4084							fic		m	y	four volumes	m	18cgutenbergtrimmed	Trimmed
dul1.ark+=13960=t4hm5zs2h|dul1.ark+=13960=t58d0nd8w|dul1.ark+=13960=t9z03vs2q	Haywood, Eliza Fowler	1693?-1756	The history of Jemmy and Jenny Jessamy	1753	1753				chadwyck|Eighteenth-Century_Fiction/haywood.09							fic		f	y	three volumes	m		
nyp.33433082399167|hvd.hnxcka	Colmache, Édouard		Reminiscences of Prince Talleyrand. Edited from the papers of the late M. Colmache, private secretary to the prince	1848	1848	London;H. Colburn;1848.	Colmache, Édouard | Reminiscences of Prince Talleyrand, Vol. 1 of 2	v. 1 | v. 2 | v.2	55347	0.563341563	0.053070282		prince de Bénévent|1754-1838|Talleyrand-Périgord, Charles Maurice de		3	bio		m			wenyi	gutenbiotrimmed	Trimmed
mdp.39015078562108|mdp.39015078562298	Paltock, Robert	1697-1767	The life and adventures of Peter Wilkins	1751	1751				51967							fic		m	y	two volumes	m	18cgutenbergtrimmed	Trimmed
uc1.31175035193542|uc1.31175035193559	Sarah, Fielding	1710-1768	The Cry	1754	1754				chadwyck|Eighteenth-Century_Fiction/fieldinz.01							fic		f	y	two volumes	m		
uc2.ark+=13960=t48p5x92b|uc2.ark+=13960=t16m34w2j	Ebers, Georg	1837-1898.	Cleopatra	1894	1894	London;Sampson Low, Marston;	Ebers, Georg | Cleopatra	v.002 | v.001	36294	0.274780331	0.010388872		Cleopatra|Queen of Egypt|d. 30 B.C		1	dutch		m			morgan		
